subject,issuer,subject_common_name,not_before,not_after,key_size,label
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",Organizational Unit: Federal Bank,Android,2014-10-24T13:33:35+00:00,2062-10-09T06:33:37+00:00,948,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",BHIM,2011-06-17T13:33:35+00:00,2037-08-04T06:33:37+00:00,2420,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",BHIM,2011-11-29T13:33:35+00:00,2036-09-13T06:33:37+00:00,2740,benign
Common Name: xolbzxs,Common Name: tQPtic,xolbzxs,2021-06-30T13:08:31+00:00,2044-02-29T05:40:48+00:00,704,malicious
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",HDFC Bank,2015-07-18T13:33:35+00:00,2055-04-13T06:33:37+00:00,3764,benign
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india","Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",axis,2021-11-18T13:08:31+00:00,2047-09-15T05:40:48+00:00,1664,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",AXIS BANK,2013-06-14T13:33:35+00:00,2045-04-11T06:33:37+00:00,628,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",Vivek Soneja,2011-05-05T13:33:35+00:00,2050-12-20T06:33:37+00:00,3316,benign
Common Name: ljRKCxEllEZC,"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",ljRKCxEllEZC,2023-11-10T13:08:31+00:00,2046-08-22T05:40:48+00:00,1088,malicious
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Vivek Soneja,2011-12-10T13:33:35+00:00,2037-09-14T06:33:37+00:00,3892,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Android,2024-01-14T13:33:35+00:00,2042-10-24T06:33:37+00:00,2548,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",AXIS BANK,2021-12-07T13:33:35+00:00,2038-01-29T06:33:37+00:00,4020,benign
Common Name: smgR,"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",smgR,2023-10-21T13:08:31+00:00,2044-06-12T05:40:48+00:00,512,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",ICICI BANK,2023-12-29T13:33:35+00:00,2049-09-09T06:33:37+00:00,3380,benign
Organizational Unit: Federal Bank,"Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",,2018-03-15T13:33:35+00:00,2054-02-04T06:33:37+00:00,2548,benign
Common Name: smgR,Common Name: ljRKCxEllEZC,smgR,2023-05-26T13:08:31+00:00,2047-08-24T05:40:48+00:00,1536,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US","Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Android,2024-11-04T13:08:31+00:00,2044-01-10T05:40:48+00:00,576,malicious
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Vivek Soneja,2020-12-25T13:33:35+00:00,2043-02-10T06:33:37+00:00,1780,benign
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",HDFC Bank,2013-02-20T13:33:35+00:00,2053-10-26T06:33:37+00:00,4020,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91","Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",sklndg,2024-04-28T13:08:31+00:00,2044-10-17T05:40:48+00:00,1344,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",BHIM,2023-08-21T13:33:35+00:00,2057-02-20T06:33:37+00:00,692,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: xolbzxs,sklndg,2024-05-04T13:08:31+00:00,2038-05-25T05:40:48+00:00,1792,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",BHIM,2012-10-04T13:33:35+00:00,2037-09-02T06:33:37+00:00,1396,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",CodeSigning for STATE BANK OF INDIA,2016-12-07T13:33:35+00:00,2054-01-05T06:33:37+00:00,1140,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Bank of Baroda,2021-02-06T13:33:35+00:00,2042-04-28T06:33:37+00:00,1716,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",BHIM,2014-08-14T13:33:35+00:00,2049-09-16T06:33:37+00:00,1972,benign
Common Name: smgR,Common Name: xolbzxs,smgR,2024-11-29T13:08:31+00:00,2049-11-26T05:40:48+00:00,640,malicious
Common Name: bklcBIPVzk,Common Name: tQPtic,bklcBIPVzk,2022-06-27T13:08:31+00:00,2035-11-09T05:40:48+00:00,576,malicious
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",HDFC Bank,2022-11-07T13:33:35+00:00,2049-01-15T06:33:37+00:00,2868,benign
Common Name: ljRKCxEllEZC,Common Name: bklcBIPVzk,ljRKCxEllEZC,2022-07-27T13:08:31+00:00,2050-02-11T05:40:48+00:00,1536,malicious
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Organizational Unit: Federal Bank,AXIS BANK,2019-08-09T13:33:35+00:00,2060-06-12T06:33:37+00:00,2740,benign
Common Name: PLgkDbhpriL,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",PLgkDbhpriL,2022-02-05T13:08:31+00:00,2041-07-10T05:40:48+00:00,1984,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",ICICI BANK,2022-07-03T13:33:35+00:00,2050-05-12T06:33:37+00:00,3188,benign
"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",HDFC Bank,2012-11-08T13:33:35+00:00,2065-05-15T06:33:37+00:00,1588,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",LOTUS,2019-10-25T13:33:35+00:00,2034-12-23T06:33:37+00:00,2484,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Organizational Unit: Federal Bank,AXIS BANK,2021-04-22T13:33:35+00:00,2047-11-13T06:33:37+00:00,1844,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Android,2022-09-04T13:33:35+00:00,2042-02-13T06:33:37+00:00,2932,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",CodeSigning for STATE BANK OF INDIA,2014-09-16T13:33:35+00:00,2034-08-30T06:33:37+00:00,3636,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",Paytm,2018-06-24T13:33:35+00:00,2038-10-02T06:33:37+00:00,3636,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",BHIM,2012-08-11T13:33:35+00:00,2044-01-30T06:33:37+00:00,1780,benign
Common Name: PLgkDbhpriL,Common Name: smgR,PLgkDbhpriL,2021-06-16T13:08:31+00:00,2046-04-22T05:40:48+00:00,2048,malicious
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: uDxBFvtzt,的撒娇好,2023-08-31T13:08:31+00:00,2038-09-27T05:40:48+00:00,1152,malicious
Organizational Unit: Federal Bank,"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",,2016-01-20T13:33:35+00:00,2054-01-12T06:33:37+00:00,1780,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",Paytm,2020-11-08T13:33:35+00:00,2043-01-28T06:33:37+00:00,3380,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",ICICI BANK,2014-05-01T13:33:35+00:00,2040-05-03T06:33:37+00:00,2868,benign
Organizational Unit: Federal Bank,"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",,2017-10-21T13:33:35+00:00,2062-08-17T06:33:37+00:00,628,benign
Organizational Unit: Federal Bank,Organizational Unit: Federal Bank,,2020-02-07T13:33:35+00:00,2061-01-21T06:33:37+00:00,1780,benign
Common Name: PLgkDbhpriL,Common Name: tQPtic,PLgkDbhpriL,2023-11-13T13:08:31+00:00,2049-04-17T05:40:48+00:00,1216,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US","Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Android,2022-05-09T13:08:31+00:00,2049-07-31T05:40:48+00:00,1984,malicious
Organizational Unit: Federal Bank,"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",,2012-03-02T13:33:35+00:00,2056-08-31T06:33:37+00:00,1716,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",Organizational Unit: Federal Bank,LOTUS,2015-07-18T13:33:35+00:00,2041-03-20T06:33:37+00:00,1908,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Android,2011-05-04T13:33:35+00:00,2057-02-05T06:33:37+00:00,2804,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",LOTUS,2015-07-09T13:33:35+00:00,2048-01-12T06:33:37+00:00,3252,benign
Common Name: ljRKCxEllEZC,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",ljRKCxEllEZC,2022-03-22T13:08:31+00:00,2046-11-14T05:40:48+00:00,1792,malicious
Organizational Unit: Federal Bank,"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",,2019-10-21T13:33:35+00:00,2036-02-24T06:33:37+00:00,1780,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",BHIM,2021-07-16T13:33:35+00:00,2065-12-31T06:33:37+00:00,1844,benign
Common Name: PLgkDbhpriL,Common Name: ljRKCxEllEZC,PLgkDbhpriL,2025-03-04T13:08:31+00:00,2043-01-11T05:40:48+00:00,1152,malicious
Common Name: smgR,Common Name: uDxBFvtzt,smgR,2025-04-09T13:08:31+00:00,2039-10-08T05:40:48+00:00,896,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",ICICI BANK,2016-12-05T13:33:35+00:00,2062-08-28T06:33:37+00:00,4020,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",CodeSigning for STATE BANK OF INDIA,2020-11-24T13:33:35+00:00,2048-07-24T06:33:37+00:00,692,benign
